Name;Price;Km;Etat;Date;Carburant;Note;Number of reviews;"Accoudoir

";Assistant de démarrage en côte;"Capteurs d'aide au stationnement arrière
";Capteurs d'aide au stationnement avant;Climatisation;Climatisation automatique;Détecteur de lumière;Détecteur de pluie; Régulateur de vitesse; Rétroviseurs latéraux électriques; Sièges électriques;Start/Stop automatique;Système de navigation;Vitres électriques;Volant en cuir;Volant multifonctions
Jaguar E-Pace S;EUR 32 470,-;72 000 km;Occasion;10/2018;Diesel (Filtre à particules);N/A;0;False;False;True;False;True;False;False;False;True;False;False;True;True;False;False;True
Jaguar XK XKR V8 4.2 416ch;EUR 32 500,-;92 000 km;Occasion;05/2007;Essence;3.5;-13;;;;;;;;;;;;;;;;
Jaguar XJSC V12 6.0 CABRIOLET BA;EUR 32 500,-;91 120 km;Occasion;03/1991;Essence;3.0;-1;;;;;;;;;;;;;;;;
Jaguar F-Pace 20DA 180 CH R-SPORT BVA9;EUR 32 780,-;98 623 km;Occasion;06/2017;Diesel;4.0;-5;True;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False
Jaguar E-Pace 2.0D 180ch S AWD BVA9;EUR 32 900,-;84 884 km;Occasion;12/2018;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Jaguar XF 3.0 V6 340CH PRESTIGE AWD BVA;EUR 32 900,-;61 400 km;Occasion;12/2016;Essence;4.5;-10;;;;;;;;;;;;;;;;
Jaguar XE 2.0D 180ch R-Sport BVA8;EUR 32 900,-;22 533 km;Occasion;05/2019;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;False;True;True;False;True;True
Jaguar F-Pace 2.0D 180CH PORTFOLIO 4X4 BVA8;EUR 32 900,-;86 211 km;Occasion;11/2016;Diesel;4.0;-1;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False
Jaguar F-Pace 2.0 D - 180 ch AWD BVA8 R-Sport;EUR 32 980,-;112 873 km;Occasion;07/2018;Diesel;4.5;-3;True;True;True;True;False;False;False;False;True;True;False;False;False;False;False;True
Jaguar E-Pace 2.0D 150ch S AWD;EUR 32 980,-;25 093 km;Occasion;12/2018;Diesel (Filtre à particules);N/A;0;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Jaguar XE 2.0D 180ch R-Sport BVA8;EUR 32 990,-;30 082 km;Occasion;01/2019;Diesel (Filtre à particules);5.0;-1;True;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True
Jaguar XJ 2.0 - NAVI - LEDER - PDC - CAMERA - SCHUIFDAK;EUR 32 995,-;92 636 km;Occasion;02/2015;Essence;4.0;-1;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Jaguar XJ 2.0 - NAVI - LEDER - PDC - CAMERA - SCHUIFDAK;"EUR 34.995,-




Ce prix a ete en ligne pendant au moins 14 jours, avant detre reduit.




EUR 32 995,-";92 636 km;Occasion;02/2015;Essence;4.0;-1;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Jaguar XJ 2.0 - NAVI - LEDER - PDC - CAMERA - SCHUIFDAK;"EUR 34.995,-




Ce prix a ete en ligne pendant au moins 14 jours, avant detre reduit.




EUR 32 995,-";92 636 km;Occasion;02/2015;Essence;4.0;-2;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Jaguar F-Pace R-Sport 2.0 180 Auto awd;EUR 33 290,-;84 757 km;Occasion;12/2016;Diesel;N/A;0;True;True;True;True;False;False;True;True;True;True;True;True;True;False;True;True
Jaguar E-Pace D150 S AWD AUTO;EUR 33 393,-;60 143 km;Occasion;03/2018;Diesel;N/A;0;False;False;True;True;True;True;True;True;True;True;True;False;True;False;False;False
Jaguar F-Pace V6 3.0 D - 300 ch AWD BVA8 Portfolio;EUR 33 500,-;117 000 km;Occasion;11/2016;Diesel;N/A;0;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Jaguar XE S D180;EUR 33 900,-;37 556 km;Occasion;05/2019;Diesel;2.5;-2;False;False;True;True;True;True;True;True;True;True;True;False;True;False;True;True
Jaguar F-Pace 2.0L D PRESTIGE BVA 180 4X4;EUR 33 900,-;64 283 km;Occasion;06/2017;Diesel;3.0;-1;False;False;False;False;True;False;True;False;True;False;False;False;True;False;False;True
Jaguar F-Pace 2.0D 180CH PRESTIGE 4X4 BVA8;EUR 33 900,-;79 954 km;Occasion;01/2018;Diesel;N/A;0;False;False;True;False;False;False;False;False;True;False;True;False;True;False;True;True
Jaguar E-Pace 2.0D 150CH R-DYNAMIC S AWD BVA9;EUR 33 990,-;61 432 km;Occasion;05/2018;Diesel;4.0;-1;;;;;;;;;;;;;;;;
Jaguar F-Pace V6 3.0D 300ch R-Sport 4x4 BVA8;EUR 33 990,-;106 650 km;Occasion;06/2016;Diesel;4.0;-4;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Jaguar F-Pace 2.0D 180ch Prestige 4x4 BVA8;EUR 33 990,-;61 763 km;Occasion;07/2017;Diesel;5.0;-1;True;True;True;False;False;False;True;True;True;False;True;True;True;False;False;True
Jaguar F-Pace 2.0d R-Sport 4x4 BVA8 180 ch;EUR 34 190,-;86 650 km;Occasion;05/2017;Diesel;3.0;-2;True;False;False;False;False;False;False;True;True;False;False;False;False;True;False;True
Jaguar XF SB 2.0 D - 240 ch BVA AWD Portfolio;EUR 34 200,-;47 000 km;Occasion, Historique entretien;09/2017;Diesel;N/A;0;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Jaguar E-Pace D150 S R-Dynamic AWD Aut.;EUR 34 428,-;58 184 km;Occasion;08/2018;Diesel;N/A;0;False;False;True;True;True;True;True;True;True;False;True;False;True;False;False;False
Jaguar XE D180 RWD S Auto;EUR 34 428,-;34 818 km;Occasion;08/2019;Diesel;N/A;0;False;False;True;True;True;True;True;True;True;True;True;False;True;False;False;True
Jaguar F-Pace 2.0d R-Sport AWD BVA8 180 ch;EUR 34 490,-;86 837 km;Occasion;03/2017;Diesel;3.0;-2;True;False;False;False;False;False;False;True;False;False;False;True;False;True;False;True
Jaguar XF II (2) SPORTBRAKE 2.0D 180 R-SPORT AUTO;EUR 34 890,-;19 687 km;Occasion;05/2019;Diesel;5.0;-2;True;True;True;False;False;False;True;False;True;True;True;False;True;True;False;True
Jaguar E-Pace 2.0D 150CH BUSINESS R-DYNAMIC AWD BVA9;EUR 34 890,-;36 500 km;Occasion;08/2018;Diesel (Filtre à particules);2.5;-1;True;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True
Jaguar XF V6 3.0 - 380 ch BVA S;EUR 34 900,-;27 000 km;Occasion, Historique entretien;07/2015;Essence;N/A;0;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Jaguar MK VIII 3.4 Auto.;EUR 34 900,-;96 800 km;Ancêtre;09/1957;Essence;N/A;0;;;;;;;;;;;;;;;;
Jaguar F-Pace V6 3.0D 300ch Portfolio 4x4 BVA8;EUR 34 900,-;75 386 km;Occasion;09/2016;Diesel;5.0;-1;True;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True
Jaguar E-Pace 2.0D 150ch AWD BVA9;EUR 34 900,-;21 874 km;Occasion;08/2018;Diesel;5.0;-1;True;True;False;False;False;False;True;True;False;False;False;True;True;False;False;True
Jaguar XKR COUPE 4.2 V8 SURALIMENTE BVA6;EUR 34 900,-;112 000 km;Occasion;12/2006;Essence;4.0;-1;False;False;True;False;False;False;True;True;True;True;True;False;True;True;False;False
Jaguar XF 2.2 D / 27.600 km;EUR 34 900,-;22 600 km;Occasion;06/2015;Diesel (Filtre à particules);2.5;-2;True;False;False;False;True;True;True;True;True;True;True;False;True;True;True;True
Jaguar XJ 3.0D V6 300CH LUXE PREMIUM;EUR 34 900,-;79 326 km;Occasion;03/2017;Diesel;N/A;0;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;True
Jaguar E-Pace R-dynamic;EUR 34 990,-;45 982 km;Occasion;10/2018;Essence;N/A;0;True;False;True;True;True;True;False;True;True;False;True;True;True;False;True;False
Jaguar F-Pace Jaguar F-Pace 20d 180 R-Sport AWD Auto;EUR 34 990,-;48 500 km;Occasion;12/2019;Diesel (Filtre à particules);N/A;0;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Jaguar F-Pace 2.0D 180CH PURE 4X4 BVA8;EUR 34 990,-;20 282 km;Occasion;05/2017;Diesel;5.0;-2;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Jaguar XF 2.0D 180CH R-SPORT BVA;EUR 34 990,-;18 597 km;Occasion;06/2019;Diesel;5.0;-2;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Jaguar E-Pace 2.0D 180ch R-Dynamic Première Edition AWD BVA9;EUR 34 990,-;68 202 km;Occasion;04/2018;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Jaguar XE R-Dynamic S RWD Auto;"EUR 38.564,-




Ce prix a ete en ligne pendant au moins 14 jours, avant detre reduit.




EUR 35 462,-";31 500 km;Occasion;07/2020;Diesel;N/A;0;False;False;False;True;True;True;True;True;True;True;False;False;True;False;False;True
Jaguar E-Pace 2.0 D 180 CH AWD R DYNAMIC BVA;EUR 35 490,-;77 590 km;Occasion;12/2018;Diesel;4.0;-5;True;False;True;True;False;False;False;True;True;False;True;False;True;False;True;True
Jaguar E-Pace S D150 AWD;EUR 35 900,-;53 284 km;Occasion;04/2019;Diesel;2.5;-2;False;False;True;True;True;True;True;True;True;False;True;False;True;False;True;True
Jaguar XF v6 3.0 d - 300 ch bva r-sport;EUR 35 950,-;- km;Neuf;-;N/A;1.5;-2;;;;;;;;;;;;;;;;
Jaguar E-Pace P250 - Like New - One Owner - Jaguar History;EUR 35 990,-;29 054 km;Occasion;09/2018;Essence;4.0;-7;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Jaguar F-Pace R-Sport;EUR 35 990,-;103 000 km;Occasion;07/2016;Diesel;4.0;-4;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False
Jaguar XF 3.0 V6 D 240 LUXE;EUR 35 990,-;29 080 km;Occasion;10/2011;Diesel;3.0;-1;False;False;False;False;False;False;False;False;True;False;True;True;False;True;False;True
Jaguar F-Pace 2.0D 180ch R-Sport 4x4 BVA8 Camera Touvrant Siege;EUR 35 999,-;68 772 km;Occasion;10/2017;Diesel;N/A;0;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Jaguar V8 4.2 CABRIOLET Suralimenté;EUR 36 000,-;93 000 km;Occasion;09/2005;Essence;3.5;-13;;;;;;;;;;;;;;;;
Jaguar F-Pace 2.0d Prestige 4x4 BVA8 180 ch;EUR 36 290,-;45 491 km;Occasion;04/2018;Diesel;3.0;-2;True;False;False;False;False;False;False;True;True;False;False;False;False;True;False;True
Jaguar XK8 V8 4.2-S Cabriolet Spirit Of Legend 304ch;EUR 36 500,-;47 000 km;Occasion;01/2006;Essence;3.5;-13;;;;;;;;;;;;;;;;
Jaguar XK8 V8 4.2-S Cabriolet Spirit Of Legend 304ch;EUR 36 500,-;47 000 km;Occasion;01/2006;Essence;3.5;-13;;;;;;;;;;;;;;;;
Jaguar XK8 Cabriolet 4.2-S V8 Spirit Of Legend;EUR 36 500,-;46 000 km;Occasion;01/2006;Essence;3.5;-13;;;;;;;;;;;;;;;;
Jaguar E-Pace 2.0 D - 150 ch AWD BVA R-Dynamic Business;EUR 36 500,-;35 000 km;Occasion, Historique entretien;07/2019;Diesel (Filtre à particules);4.5;-34;True;True;True;True;True;True;True;False;True;False;True;False;True;False;True;True
Jaguar F-Pace 2.0d (180) AWD R-Sport *AUTOMAAT* Leder, GPS, 19\;EUR 36 900,-;28 040 km;"Occasion



















Car-Pass


En cliquant sur ce logo, vous accéderez au rapport officiel de Car-Pass contenant l’historique kilométrique, du taux CO₂ , de la norme de pollution et si le véhicule doit encore subir un contrôle après accident. Plus dinfo sur car-pass.be.";N/A;Diesel (Filtre à particules);4.0;-1;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Jaguar F-Pace 2.0 TURBO 300CV R-SPORT - Garantie 12 Mois;EUR 36 900,-;35 000 km;Occasion;04/2018;Essence;N/A;0;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True
Jaguar E-Pace 2.0D 150ch R-Dynamic S AWD BVA9;EUR 36 990,-;45 015 km;Occasion;12/2018;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Jaguar F-Pace 2.0D 180ch Prestige 4x4 BVA8;EUR 36 990,-;40 181 km;Occasion;08/2018;Diesel;N/A;0;True;True;True;False;False;False;True;True;True;True;False;True;True;True;True;True
Jaguar E-Pace 2.0D 180CH R-DYNAMIC SE AWD BVA9;EUR 36 990,-;66 000 km;Occasion;08/2018;Diesel;4.0;-2;True;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False
Jaguar XF SB 2.0 D - 180 ch BVA AWD Business Prestige;EUR 37 000,-;38 000 km;Occasion, Historique entretien;07/2018;Diesel;N/A;0;False;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True
Jaguar XJR S 6.0;EUR 37 000,-;110 000 km;Ancêtre;01/1989;Essence;5.0;-1;;;;;;;;;;;;;;;;
Jaguar F-Pace Portfolio 30D AWD Auto;EUR 37 290,-;65 274 km;Occasion;08/2017;Diesel;N/A;0;True;True;True;True;False;False;True;True;True;True;True;True;True;False;True;True
Jaguar XJ Premium Luxe 30d 300;EUR 37 290,-;71 417 km;Occasion;01/2016;Diesel;N/A;0;True;True;True;True;True;False;True;True;False;True;True;True;True;False;True;True
Jaguar F-Pace 2.0 D R-Sport (EU6.2);EUR 37 490,-;55 091 km;"Occasion



















Car-Pass


En cliquant sur ce logo, vous accéderez au rapport officiel de Car-Pass contenant l’historique kilométrique, du taux CO₂ , de la norme de pollution et si le véhicule doit encore subir un contrôle après accident. Plus dinfo sur car-pass.be.";N/A;Diesel (Filtre à particules);N/A;0;True;False;True;True;True;True;False;True;True;True;False;True;True;True;True;True
Jaguar E-Pace 2.0 D 180 CH FIRST EDITION AWD BVA;EUR 37 490,-;39 900 km;Occasion;07/2018;Diesel;4.0;-5;False;False;True;True;False;False;False;False;True;True;True;False;True;False;False;False
Land Rover Range Rover 2.5 TD 113 CV;EUR 5 900,-;296 000 km;Occasion;11/1994;Diesel;4.0;-19;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Land Rover Santana;"EUR 6.500,-




Ce prix a ete en ligne pendant au moins 14 jours, avant detre reduit.




EUR 5 900,-";77 700 km;Occasion;04/1979;Diesel;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Land Rover Freelander Td4 Sport;EUR 8 990,-;124 000 km;Occasion, Historique entretien;03/2006;Diesel;N/A;0;False;False;True;False;True;False;False;False;True;True;False;False;False;False;True;True
Land Rover Range Rover Sport Mark V TDV6 3.0L SE A;EUR 9 990,-;249 000 km;Occasion, Historique entretien;01/2010;Diesel;N/A;0;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True
Land Rover Range Rover Evoque;EUR 14 390,-;199 000 km;Occasion, Historique entretien;11/2013;Diesel;N/A;0;True;False;False;False;True;True;False;False;False;False;False;False;False;True;True;True
Land Rover Range Rover Evoque 2.2 Ed4 PURE SUV - 150 - 2015;EUR 17 490,-;132 104 km;Occasion;06/2015;Diesel (Filtre à particules);5.0;-1;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True
Land Rover Range Rover Evoque 2.2 SD4 190 DYNAMIC 4WD BVA;EUR 19 290,-;121 500 km;Occasion;05/2012;Diesel / Diesel écologique;N/A;0;True;False;False;False;True;True;False;True;True;False;True;False;False;True;False;True
Land Rover Range Rover Evoque 2.0 TD4 150 SE Mark III e-Capability;EUR 19 790,-;130 145 km;Occasion;12/2015;Diesel (Filtre à particules);4.0;-3;True;True;True;False;False;False;True;True;True;True;True;True;False;True;True;True
Land Rover Range Rover Evoque Dynamic Mark II 2.2 SD4 190 BVA9;EUR 21 490,-;102 125 km;Occasion;07/2015;Diesel;4.0;-8;False;False;True;True;False;False;False;False;True;True;True;False;False;True;False;False
Land Rover Range Rover Evoque LAND ROVER RANGE ROVER EVOQUE 2.0 ED4 150 PURE E-C;EUR 22 490,-;69 000 km;Occasion;12/2015;Diesel;N/A;0;True;True;False;False;True;True;True;True;True;True;False;True;True;True;False;True
Land Rover Discovery Sport Mark I TD4 180ch SE A;EUR 22 999,-;82 100 km;Occasion;12/2015;Diesel;3.0;-1;False;False;True;False;True;True;True;True;True;True;False;False;True;True;True;False
Land Rover Defender 110 County;EUR 23 000,-;117 000 km;Occasion;09/1989;Essence;4.5;-10;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Land Rover Range Rover Evoque 2.0 eD4 150 Pure 4x2 Mark IV e-Capability;EUR 23 900,-;66 748 km;Occasion;12/2016;Diesel (Filtre à particules);2.0;-2;False;True;True;False;False;False;False;False;True;True;False;True;False;True;True;True
Land Rover Discovery Sport Mark III TD4 150ch BVA SE;EUR 23 995,-;82 134 km;Occasion;06/2017;Diesel;5.0;-4;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False
Land Rover Range Rover Evoque Evoque 2.0 TD4 150 Pure Mark III e-Capability;EUR 25 480,-;81 937 km;Occasion;06/2016;Diesel;1.5;-2;False;True;False;False;True;True;False;False;True;True;False;False;False;True;False;True
Land Rover Range Rover 4.4 TD V8 DPF BVA Vogue;EUR 25 990,-;158 000 km;Occasion;10/2012;Diesel;N/A;0;False;False;True;False;False;False;False;False;True;True;False;False;False;False;True;True
Land Rover Discovery Sport 2.0 TD4 180ch AWD SE BVA Mark II;EUR 26 500,-;77 000 km;Occasion;08/2017;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;False;True;True;True;True;False
Land Rover Range Rover Evoque 2.0 TD4 150 SE Mark IV e-Capability;EUR 26 990,-;34 646 km;Occasion;05/2016;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Land Rover Range Rover Evoque Range Rover Evoque eD4 150 BVM Pure 5p;EUR 26 990,-;31 040 km;Occasion;08/2018;Diesel;N/A;0;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False
Land Rover Defender 2.4 TD4 90 E SOFT TOP;EUR 27 990,-;175 612 km;Occasion, Historique entretien;03/2009;Diesel;N/A;0;;;;;;;;;;;;;;;;
Land Rover Range Rover Sport 5.0 V8 Autobiography;EUR 28 700,-;123 000 km;Occasion;09/2010;Essence;N/A;0;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Land Rover Discovery Sport 2.0 TD4 180ch AWD HSE Mark II 1ere main Xenon Came;EUR 28 999,-;77 515 km;Occasion;07/2017;Diesel (Filtre à particules);N/A;0;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;False
Land Rover Range Rover Evoque 2L SE;EUR 29 300,-;64 423 km;Occasion;09/2018;Diesel;N/A;0;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;False
Land Rover Range Rover Sport Mark VII SDV6 3.0L Black A;EUR 29 900,-;98 500 km;Occasion;03/2013;Diesel;4.0;-1;False;False;False;True;True;True;True;True;True;True;True;False;True;True;True;True
Land Rover Range Rover Evoque 2.0 eD4 150 SE 4x2 Mark IV e-Capability;EUR 29 990,-;47 302 km;Occasion;03/2017;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Land Rover Discovery Sport 2.0 TD4 150ch AWD SE BVA Mark II;EUR 29 999,-;43 785 km;Occasion;09/2017;Diesel (Filtre à particules);N/A;0;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;False
Land Rover Discovery Sport 2.0 TD4 180ch AWD HSE Mark II Camera Radar AV/AR;EUR 29 999,-;39 366 km;Occasion;12/2016;Diesel;N/A;0;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;False
Land Rover Discovery Sport Discovery Sport Mark III TD4 150ch HSE Luxury 5p;EUR 30 490,-;82 589 km;Occasion;01/2019;Diesel;N/A;0;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False
Land Rover Range Rover Evoque 2.0 TD4 150 SE DYNAMIC 4X4 BVA MARK VI;EUR 30 800,-;72 348 km;Occasion;05/2018;Diesel;4.0;-3;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Land Rover Range Rover Evoque 2.0 Si4 Prestige BVA;EUR 31 990,-;37 970 km;Occasion;02/2014;Essence;N/A;0;True;True;True;False;False;False;True;True;True;True;True;False;False;True;True;False
Land Rover Range Rover Evoque 2.0 TD4 150 HSE Dynamic BVA Mark V;EUR 32 990,-;57 161 km;Occasion;09/2017;Diesel (Filtre à particules);1.0;-1;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Land Rover Range Rover Evoque Si4 240 BVA SE Dynamic;EUR 33 200,-;45 000 km;Occasion, Historique entretien;09/2018;Essence;N/A;0;False;False;True;True;False;False;True;True;True;False;True;True;True;True;True;True
Land Rover Range Rover Evoque 2.0 TD4 150 SE Dynamic / ORIGINE FRANCE;EUR 33 990,-;49 675 km;Occasion;06/2018;Diesel;4.5;-5;;;;;;;;;;;;;;;;
Land Rover Range Rover Evoque 2.0 TD4 150 SE Dynamic BVA Mark IV;EUR 35 990,-;78 075 km;Occasion;09/2016;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;True;True;False;True;True;True
Land Rover Range Rover Evoque 2L SE;EUR 36 500,-;17 279 km;Occasion;01/2019;Diesel;N/A;0;False;False;False;False;True;False;False;False;True;False;True;True;False;False;False;False
Land Rover Range Rover Evoque 2.0 TD4 180 HSE Dynamic BVA Mark IV;EUR 36 900,-;44 638 km;Occasion;10/2017;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Land Rover Range Rover Evoque 2.0 TD4 150 HSE 4x4 BVA Mark VI;EUR 37 899,-;74 901 km;Occasion;11/2019;Diesel (Filtre à particules);5.0;-3;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Land Rover Range Rover Evoque Ph2 2.0 TD4 AWD SE;EUR 37 900,-;17 500 km;Occasion;08/2019;Diesel / Diesel écologique;N/A;0;True;False;False;False;True;True;False;True;True;False;True;False;False;True;False;True
Land Rover Range Rover Evoque Si4 240 HSE Dyn.;EUR 38 988,-;41 407 km;Occasion;03/2018;Essence;4.5;-78;True;False;False;False;False;False;True;False;True;False;True;True;True;True;True;True
Land Rover Range Rover Evoque 2.0 TD4 180 Landmark Edition 4x4 BVA Mark VI GPS C;EUR 38 999,-;43 911 km;Occasion;03/2018;Diesel;N/A;0;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Land Rover Range Rover Evoque 2.0 TD4 150 SE 4x4 BVA;EUR 40 999,-;28 709 km;Occasion;04/2020;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;True;True;False;True;True;True
Land Rover Discovery Sport 2.0 Si4 240ch HSE AWD BVA Mark IV;EUR 41 900,-;39 985 km;Occasion;12/2018;Essence;4.0;-3;True;True;True;False;False;False;True;True;True;True;True;False;True;True;True;False
Land Rover Range Rover Evoque 2.0 D 150ch AWD BVA;EUR 42 900,-;8 029 km;Occasion;10/2020;Diesel (Filtre à particules);3.5;-2;True;True;True;False;False;False;True;True;True;True;False;True;False;True;True;True
Land Rover Range Rover Sport 3.0 SDV6 306ch HSE Dynamic Mark V;EUR 43 890,-;117 042 km;Occasion;02/2017;Diesel (Filtre à particules);N/A;0;True;False;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Land Rover Range Rover VOGUE 3.0 HYBRIDE AUTOBIOGRAPHY 340CH;EUR 43 900,-;146 404 km;Occasion;04/2015;Diesel;N/A;0;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;True
Land Rover Range Rover Velar 2.0D 240ch S AWD BVA;EUR 43 999,-;112 632 km;Occasion;05/2018;Diesel;3.0;-2;True;True;True;False;False;False;True;True;True;False;True;False;False;False;True;True
Land Rover Range Rover Evoque Cabriolet TD4 150 BVA SE Dynamic;EUR 44 490,-;66 146 km;Occasion, Historique entretien;01/2018;Diesel;4.0;-1;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Land Rover Range Rover Velar D240 BVA R-Dynamic;EUR 44 900,-;92 200 km;Occasion;10/2017;Diesel;4.0;-1;;;;;;;;;;;;;;;;
Land Rover Range Rover Evoque 2.0 D 150ch Business AWD BVA Tpano GPS Camera;EUR 44 999,-;22 567 km;Occasion;10/2020;Diesel (Filtre à particules);N/A;0;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Land Rover Range Rover Sport SDV8 4.4 Autobiography Dynamic Mark I Siege AV/AR;EUR 45 999,-;106 075 km;Occasion;04/2014;Diesel;5.0;-2;True;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False
Land Rover Range Rover Evoque 2.0 D 180ch R-Dynamic HSE AWD BVA;EUR 45 999,-;82 000 km;Occasion;05/2019;Diesel;N/A;0;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;False
Land Rover Range Rover 3.0 TDV6 258 HSE SWB Mark V;EUR 46 990,-;113 315 km;Occasion;05/2015;Diesel (Filtre à particules);N/A;0;True;False;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Land Rover Range Rover Evoque 2.0 D 180ch R-Dynamic SE AWD BVA Tpano LED GPS Cam;EUR 47 999,-;42 951 km;Occasion;03/2019;Diesel;5.0;-2;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;False
Land Rover Range Rover Evoque 2.0 D 165ch AWD BVA;EUR 47 999,-;9 000 km;Occasion;07/2021;Diesel;N/A;0;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Land Rover Range Rover Sport SUPERCHARGED AUTOBIOGRAPHY;EUR 48 500,-;109 500 km;Occasion, Historique entretien;06/2015;Essence;3.0;-1;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True
Land Rover Range Rover Evoque 2.0 D 150ch S AWD BVA;EUR 48 900,-;13 000 km;Occasion;08/2020;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Land Rover Range Rover Evoque 2.0 TD4 180 HSE Dynamic 4x4 BVA Mark VI GPS Camera;EUR 48 999,-;48 021 km;Occasion;08/2018;Diesel;N/A;0;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True
Land Rover Defender 90 STATION WAGON 2.2TDCI;EUR 49 500,-;64 900 km;Occasion;04/2012;Diesel;5.0;-1;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False
Land Rover Range Rover Velar HSE R-Dynamic;EUR 49 790,-;140 000 km;Occasion;12/2017;Essence;N/A;0;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False
Land Rover Range Rover Velar 2.0D 240ch R-Dynamic S AWD BVA;EUR 49 900,-;72 230 km;Occasion;01/2018;Diesel;N/A;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
Land Rover Range Rover Evoque 2.0 TD4 180 HSE Dynamic BVA Mark V;EUR 49 900,-;51 622 km;Occasion;08/2018;Diesel (Filtre à particules);N/A;0;True;True;True;False;False;False;True;True;True;True;True;True;True;True;True;True
Land Rover Range Rover 3.0 TDV6 HSE SWB;EUR 49 900,-;108 737 km;Occasion;11/2014;Diesel;N/A;0;True;True;False;False;True;True;True;True;False;False;False;True;False;False;False;True
